,0,names
0,-0.007334612733112366,Product_Info_1
1,-0.03640651567623868,Product_Info_3
2,0.19178572081012604,Product_Info_4
3,-0.02044910807963002,Product_Info_5
4,-0.018584646165468677,Product_Info_6
5,0.007572698494472126,Product_Info_7
6,-0.22327205281246965,Ins_Age
7,0.2491036882765185,Ht
8,-0.5459429594232137,Wt
9,-0.22412108657967994,BMI
10,0.0011828911991740992,Employment_Info_1
11,-0.0003988369541439857,Employment_Info_2
12,-0.11115470694330998,Employment_Info_3
13,-0.013049725478626987,Employment_Info_4
14,0.020083087573488596,Employment_Info_5
15,0.025712304305186312,Employment_Info_6
16,-0.08787129765972856,InsuredInfo_1
17,-0.07373573432294578,InsuredInfo_2
18,-0.019330030415550276,InsuredInfo_3
19,0.010125412848319214,InsuredInfo_4
20,-0.1277179358746653,InsuredInfo_5
21,0.12752802502468819,InsuredInfo_6
22,-0.08651399096517345,InsuredInfo_7
23,-0.1605667913655491,Insurance_History_1
24,-0.13688880855909805,Insurance_History_2
25,-0.020118072798059383,Insurance_History_3
26,0.024280304047299087,Insurance_History_4
27,-0.015341933109575066,Insurance_History_5
28,-0.017715121722984284,Insurance_History_7
29,0.06734836646340919,Insurance_History_8
30,-0.05496011114261515,Insurance_History_9
31,0.003258379662205515,Family_Hist_1
32,0.058582735457446355,Family_Hist_2
33,0.05147970584974795,Family_Hist_3
34,0.0804569903097953,Family_Hist_4
35,0.044806390196874095,Family_Hist_5
36,0.06840847611507486,Medical_History_1
37,0.01953625139763245,Medical_History_2
38,0.07919699288114503,Medical_History_3
39,0.343531172541327,Medical_History_4
40,-0.15376235323157092,Medical_History_5
41,0.08715598348110265,Medical_History_6
42,0.0954161987498318,Medical_History_7
43,0.013248578705054873,Medical_History_8
44,-0.008007041895643531,Medical_History_9
45,0.002504895375168667,Medical_History_10
46,0.046896492522786964,Medical_History_11
47,-0.04223000083072065,Medical_History_12
48,0.17883434641846285,Medical_History_13
49,0.06423100848795793,Medical_History_14
50,0.42287139244717253,Medical_History_15
51,-0.027150435423289904,Medical_History_16
52,0.07636099270079591,Medical_History_17
53,-0.14095031721578685,Medical_History_18
54,-0.07062658593497405,Medical_History_19
55,0.12659014932239016,Medical_History_20
56,0.03364607956260082,Medical_History_21
57,0.03567136370922803,Medical_History_22
58,0.28291605255983965,Medical_History_23
59,0.026294679348565927,Medical_History_24
60,0.017826192703589927,Medical_History_25
61,0.036970760655375204,Medical_History_26
62,0.08233093243971315,Medical_History_27
63,-0.08471244883082242,Medical_History_28
64,0.009977696000252098,Medical_History_29
65,-0.18095250856455256,Medical_History_30
66,0.07146319375644533,Medical_History_31
67,0.03144407661712041,Medical_History_32
68,0.09833582449369699,Medical_History_33
69,0.008744605857949728,Medical_History_34
70,-0.08996630414205094,Medical_History_35
71,3.920620086409615e-05,Medical_History_36
72,0.0326179572470975,Medical_History_37
73,-0.02021400217646958,Medical_History_38
74,0.3268516314250577,Medical_History_39
75,0.13736371842553877,Medical_History_40
76,0.02346254331095846,Medical_History_41
77,0.09249131087702125,Keyword
78,-6171467348.688304,P2_A1
79,-5659871681.056139,P2_A2
80,-4016235429.472218,P2_A3
81,-1874194619.8289986,P2_A4
82,-3583211775.009386,P2_A5
83,-5828626200.539466,P2_A6
84,-4761767470.585805,P2_A7
85,-10076035180.675524,P2_A8
86,-951642126.5760278,P2_B1
87,-4298614767.536657,P2_B2
88,-2181986493.5929465,P2_C1
89,-1636622225.3260047,P2_C2
90,-2260545034.052068,P2_C3
91,-1913789052.513476,P2_C4
92,-9893085845.247406,P2_D1
93,-9713250427.639065,P2_D2
94,-13506189879.45684,P2_D3
95,-12183811867.801418,P2_D4
96,-6515522633.958763,P2_E1
