,0,names
0,-0.008213688303804796,Product_Info_1
1,-0.035540931823186156,Product_Info_3
2,0.20216454809440937,Product_Info_4
3,-0.01994955131115017,Product_Info_5
4,-0.01851838439884583,Product_Info_6
5,0.009746437972275368,Product_Info_7
6,-0.07190530586383759,Ins_Age
7,0.22032351541812611,Ht
8,-0.4794069729968832,Wt
9,-0.2706621377455686,BMI
10,0.014214103502907,Employment_Info_1
11,-0.0029673113828021375,Employment_Info_2
12,-0.11465699881391565,Employment_Info_3
13,-0.008802163073343746,Employment_Info_4
14,0.024284571043565878,Employment_Info_5
15,0.01270032289255646,Employment_Info_6
16,-0.09107989051002274,InsuredInfo_1
17,-0.07435019735307831,InsuredInfo_2
18,-0.019919532716405095,InsuredInfo_3
19,0.011716482865315275,InsuredInfo_4
20,-0.13229509023789793,InsuredInfo_5
21,0.10655708602199337,InsuredInfo_6
22,-0.08874898835471631,InsuredInfo_7
23,-0.14706655335773272,Insurance_History_1
24,-0.13996581522874174,Insurance_History_2
25,-0.8249843412788843,Insurance_History_3
26,0.048610400443906784,Insurance_History_4
27,1.0100204982427592,Insurance_History_5
28,0.06006028652401976,Insurance_History_7
29,0.06165027582545607,Insurance_History_8
30,0.04181572609012445,Insurance_History_9
31,0.0009843352297380023,Family_Hist_1
32,0.14504361683582465,Family_Hist_2
33,0.09025442485520747,Family_Hist_3
34,0.12413211934491505,Family_Hist_4
35,0.054831336992506904,Family_Hist_5
36,0.06624474015396489,Medical_History_1
37,0.018632823119110468,Medical_History_2
38,0.08028985160735896,Medical_History_3
39,0.5687945317888617,Medical_History_4
40,-0.1529590090361553,Medical_History_5
41,0.09014860047459561,Medical_History_6
42,0.09954086954091612,Medical_History_7
43,0.017167466811837853,Medical_History_8
44,-0.00819978845158047,Medical_History_9
45,0.009173977966632097,Medical_History_10
46,0.046628561721545725,Medical_History_11
47,-0.042306279864295936,Medical_History_12
48,0.18581473770722878,Medical_History_13
49,0.06885680335546747,Medical_History_14
50,0.3968851881888926,Medical_History_15
51,-0.02793138843241566,Medical_History_16
52,0.0778173713154224,Medical_History_17
53,-0.14161947582965617,Medical_History_18
54,-0.06985911132197786,Medical_History_19
55,0.1274806449460304,Medical_History_20
56,0.030364437906173818,Medical_History_21
57,0.03785720129315914,Medical_History_22
58,0.2832331962343778,Medical_History_23
59,0.055117464727678145,Medical_History_24
60,0.034014889383896796,Medical_History_25
61,0.054555235581975725,Medical_History_26
62,0.08413851735285605,Medical_History_27
63,-0.09012304002692549,Medical_History_28
64,0.012717207873514415,Medical_History_29
65,-0.18063702496860895,Medical_History_30
66,0.07078030640948235,Medical_History_31
67,0.03183190531208924,Medical_History_32
68,0.11508741534061838,Medical_History_33
69,0.008887762168070433,Medical_History_34
70,-0.0895425759329575,Medical_History_35
71,8.070305845847559e-06,Medical_History_36
72,0.030793022304279268,Medical_History_37
73,-0.02098472333947016,Medical_History_38
74,0.3283520728729351,Medical_History_39
75,0.1425859720678257,Medical_History_40
76,0.024526719809020672,Medical_History_41
77,0.0917495177154925,Keyword
78,-93311028847.87584,P2_A1
79,-85575831461.48991,P2_A2
80,-60724466135.02432,P2_A3
81,-28337349670.390575,P2_A4
82,-54177257760.53558,P2_A5
83,-88127357210.11546,P2_A6
84,-71996722447.7812,P2_A7
85,-152347109088.5521,P2_A8
86,-14388588792.260582,P2_B1
87,-64993970464.28134,P2_B2
88,-32991085124.86008,P2_C1
89,-24745315019.78788,P2_C2
90,-34178870431.703182,P2_C3
91,-28936007500.11311,P2_C4
92,-149580961305.91248,P2_D1
93,-146861895177.8472,P2_D2
94,-204210182482.82697,P2_D3
95,-184216160670.44327,P2_D4
96,-98513057933.54826,P2_E1
